0.0480846	3.33847
0.0498321	2.05317
0.0603583	4.94357
0.140338	0.31209
0.148949	8.27574
0.180221	2.64257
0.209917	6.77499
0.281781	7.93864
0.290355	6.81844
0.340969	6.50759
0.594588	2.37342
0.745336	4.77403
0.768203	9.36419
0.869606	2.41104
0.941498	2.09114
1.00683	2.72472
1.19169	7.75817
1.46493	3.31411
1.49194	6.03075
1.59424	1.84015
1.62207	0.874589
1.66227	3.08915
1.69196	2.30878
1.73619	9.09187
1.88197	9.36884
2.29626	0.318788
2.67443	5.93647
2.78771	0.438175
2.84805	4.24903
2.85176	5.21581
2.86564	8.40339
2.88085	6.2503
3.05566	2.55205
3.09934	9.04691
3.13736	7.67301
3.27245	5.62666
3.28723	8.97154
3.31644	3.68079
3.37303	3.37731
3.54826	6.18855
3.55151	0.868954
3.58944	3.75498
3.63164	1.87381
3.65939	8.10527
3.70394	7.23248
3.76612	6.74674
3.76714	9.13981
3.86452	8.20961
4.40901	5.48725
4.43989	0.155416
4.5156	0.946864
4.54664	5.14758
4.59781	9.52483
4.60381	8.43061
4.60743	9.35012
4.61523	9.73413
4.95473	3.72526
5.28315	3.20901
5.35762	7.83248
5.37536	2.12222
5.54567	9.59152
5.60319	9.30233
5.87729	3.65729
6.02258	3.44912
6.03017	6.92682
6.09187	7.16604
6.31146	8.00343
6.37102	5.9367
6.56463	0.97175
6.57183	5.59509
6.63318	0.4309
6.76118	7.57632
6.81256	6.59648
6.8468	5.99459
7.09532	2.26995
7.14537	7.13714
7.1821	7.24502
7.57155	3.44218
7.6677	0.327508
7.77462	8.43616
7.8225	7.703
7.97085	5.09647
8.17476	7.06963
8.17516	7.91174
8.24558	3.30669
8.25773	9.13675
8.4584	5.76705
8.64549	2.87909
8.64952	2.66865
8.65829	8.90178
8.756	3.66101
8.7576	1.50015
9.04922	9.46328
9.05157	6.50835
9.19268	9.82215
9.32601	1.93834
9.55275	8.28743
9.62434	4.93802
9.88943	5.90779
9.90833	0.448906
