-0.997898	2.82229
-0.987675	3.16772
-0.909701	2.4905
-0.905048	0.298118
-0.89572	2.57582
-0.886904	0.265975
-0.873756	4.21816
-0.864628	2.97336
-0.861992	3.45509
-0.852921	3.23613
-0.835508	3.1172
-0.834353	4.76929
-0.831383	0.88472
-0.822232	2.37453
-0.791344	4.21202
-0.788254	2.48482
-0.781641	3.81202
-0.775785	0.899386
-0.766646	3.45811
-0.737482	4.57212
-0.661395	0.813287
-0.661339	2.14048
-0.656613	0.209259
-0.64558	1.12873
-0.612605	3.33075
-0.60259	4.35672
-0.595335	1.72364
-0.578598	0.136258
-0.564354	4.52641
-0.543673	2.35531
-0.529227	4.55232
-0.500786	1.6399
-0.498389	3.45552
-0.490138	0.0872399
-0.485613	2.56173
-0.469657	1.65907
-0.437318	1.68056
-0.39855	4.76673
-0.389569	3.75253
-0.386681	1.66962
-0.369308	3.16416
-0.303279	2.07773
-0.274099	2.8825
-0.219768	4.7975
-0.19751	3.07924
-0.185001	0.752889
-0.184259	4.19135
-0.126314	3.63083
-0.125649	0.544231
-0.0429677	0.806758
0.0144008	1.48505
0.0495203	2.11791
0.0711653	2.64207
0.0892188	1.37549
0.109655	4.13978
0.117089	3.96392
0.144828	1.36874
0.150413	3.07847
0.155417	0.507754
0.158449	3.34982
0.160421	1.73698
0.206948	3.34748
0.252214	1.47651
0.265054	3.40214
0.274333	1.96887
0.287204	1.95909
0.303756	1.03482
0.321931	3.6226
0.333547	4.09653
0.333704	4.63236
0.340101	2.5706
0.344029	0.965716
0.387663	3.0145
0.389738	0.990901
0.393613	2.05196
0.446737	4.26537
0.521526	2.14541
0.533665	4.62829
0.550294	1.86539
0.553679	3.49123
0.56585	2.94313
0.607986	0.504331
0.616239	2.06198
0.624682	4.62354
0.627763	0.277752
0.644938	1.92024
0.675458	1.2032
0.680884	1.13904
0.763927	1.7856
0.781756	4.62051
0.807365	2.51249
0.811106	4.01619
0.825292	1.75136
0.83376	2.29341
0.887767	4.75548
0.895733	0.664917
0.895899	0.351536
0.947639	3.53041
0.949988	4.65851
0.974829	0.544505
